# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  6 04:04:34 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
2MASS J0249-0557 c,2MASS J0249-0557 A,2,1,Imaging,2018,Mauna Kea Observatory,0,,,,,1950.0000000000,200.0000000000,-200.0000000000,0,12.40000000,,,0,1.11000000,,,0,3686.80952120,413.17692910,-317.82840700,0,11.60000000,1.30000000,-1.00000000,0,Mass,,,,,,,,,,,,,0,M6 V,2859.00,157.00,-157.00,0,0.315959,0.009624,-0.009624,0,0.046000,0.012000,-0.011000,0,,,,,,4.908490,0.003481,-0.003481,0,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.06130000,0.45430000,-0.44820000,18.3000000,0.2000000,-0.2000000,11.0550000,0.0210000,-0.0210000,15.6894000,0.0012240,-0.0012240
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,572.0000000000,7.0000000000,-7.0000000000,0,12.20000000,,,0,1.08000000,,,0,5720.91132600,317.82840700,-317.82840700,0,18.00000000,1.00000000,-1.00000000,0,Mass,,,,,,,,,2369.00,21.00,-5.00,0,0,,2943.00,157.00,-157.00,0,0.289776,0.010070,-0.010070,0,0.264996,0.020979,-0.020979,0,,,,,,4.937180,0.004256,-0.004256,0,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,117.43500000,2.32000000,-2.23300000,,,,12.5330000,0.0280000,-0.0280000,16.9967000,0.0010820,-0.0010820
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,0,,,,,15.0000000000,,,0,12.60000000,,,0,1.13000000,,,0,2383.60000000,794.50000000,-794.50000000,0,7.50000000,2.50000000,-2.50000000,0,Mass,,,,,,,,,,,,,0,M8.5,2936.00,182.00,-182.00,0,0.231916,0.011553,-0.011553,0,0.019000,,,0,,,,,,5.011810,0.004972,-0.004972,0,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,120.42398696,5.47834170,-5.47834170,,,,13.1610000,0.0250000,-0.0250000,18.9668000,0.0068330,-0.0068330
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,266.0000000000,8.0000000000,-8.0000000000,0,11.90000000,,,0,1.06000000,,,0,8899.19539600,3178.28407000,-2224.79884900,0,28.00000000,10.00000000,-7.00000000,0,Mass,,,,,,,,,2677.00,78.00,-76.00,0,0,,,,,,,,,,,,,,,,,,,,,,,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912,,,,,,,11.6320000,0.0260000,-0.0260000,18.3299000,0.0022940,-0.0022940
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,587.0000000000,2.0000000000,-2.0000000000,0,12.10000000,,,0,1.08000000,,,0,6356.56814000,317.82840700,-317.82840700,0,20.00000000,1.00000000,-1.00000000,0,Mass,,,,,,,,,2506.00,2.00,-2.00,0,0,,3021.00,157.00,-157.00,0,0.600455,0.017923,-0.017923,0,0.588460,0.020331,-0.020331,0,,,,,,4.650820,0.010924,-0.010924,0,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558,100.86200000,0.60300000,-0.59600000,16.9570000,0.3090000,-0.3090000,10.0790000,0.0210000,-0.0210000,14.8180000,0.0017250,-0.0017250
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,0,,,,,46.0000000000,5.0000000000,-5.0000000000,0,15.69257298,0.33626942,-0.44835923,0,1.40000000,0.03000000,-0.04000000,0,1652.70771640,190.69704420,-222.47988490,0,5.20000000,0.60000000,-0.70000000,0,Mass,,,,,,,,,1163.00,23.00,-21.00,0,0,M8,2825.00,157.00,-157.00,0,0.218870,0.006976,-0.006976,0,0.188001,0.020227,-0.020227,0,,,,,,5.031860,0.019213,-0.019213,0,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.30800000,0.65690000,-0.64400000,20.1500000,0.1900000,,11.9450000,0.0260000,-0.0260000,17.4076000,0.0021540,-0.0021540
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015,Kepler,0,406.00000000000,4.00000000000,-4.00000000000,0,0.9200000000,0.0200000000,-0.0200000000,0,13.40000000,,,0,1.20000000,,,0,603.87700000,31.78300000,-31.78300000,0,1.90000000,0.10000000,-0.10000000,0,Mass,0.330000,0.050000,-0.050000,0,,,,,,,,,0,,29564.00,,,0,0.203000,0.001000,-0.001000,0,0.480000,,,0,-0.0920,,,0,[Fe/H],5.508000,0.012000,-0.012000,0,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.33200000,6.38850000,-6.38850000,12.6510000,0.2150000,-0.2150000,12.9550000,0.0290000,-0.0290000,12.1376000,0.0036870,-0.0036870
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,7493.0000000000,11.0000000000,-11.0000000000,0,12.40000000,,,0,1.10000000,,,0,3813.94088400,317.82840700,-317.82840700,0,12.00000000,1.00000000,-1.00000000,0,Mass,,,,,,,,,1616.00,32.00,-3.00,0,0,,3592.00,157.00,-157.00,0,0.672832,0.020973,-0.020973,0,0.643977,0.020802,-0.020802,0,,,,,,4.591120,0.013050,-0.013050,0,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894,34.11540000,0.08110000,-0.08070000,11.8040000,0.0700000,-0.0700000,7.3410000,0.0400000,-0.0400000,10.8133000,0.0020880,-0.0020880
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,0,,,,,230.0000000000,20.0000000000,-20.0000000000,0,12.30000000,,,0,1.10000000,,,0,3972.87500000,476.74500000,-476.74500000,0,12.50000000,1.50000000,-1.50000000,0,Mass,,,,,,,,,,,,,0,K7 V,4045.00,35.00,-35.00,0,0.641152,0.060021,-0.062602,0,0.600000,0.050000,-0.050000,0,,,,,,4.623490,0.094922,-0.126668,0,22h36m24.62s,339.1025931,+47d51m42.06s,47.8616830,69.57370000,0.15920000,-0.15850000,12.3680000,0.0570000,-0.0570000,9.1480000,0.0180000,-0.0180000,11.9484000,0.0007370,-0.0007370
2MASS J22501512+2325342 b,2MASS J22501512+2325342,1,1,Imaging,2018,The 2 (Two) Micron All Sky Survey (2MASS),0,,,,,518.0000000000,40.0000000000,-40.0000000000,0,11.90000000,,,0,1.06000000,,,0,9534.85221000,3496.11247700,-1271.31362800,0,30.00000000,11.00000000,-4.00000000,0,Mass,,,,,,,,,1600.00,200.00,-200.00,0,0,M3,3352.00,157.00,-157.00,0,0.437589,0.012922,-0.012922,0,0.433173,0.020207,-0.020207,0,,,,,,4.792600,0.005383,-0.005383,0,22h50m15.22s,342.5634097,+23d25m33.26s,23.4259058,57.23090000,0.14370000,-0.14290000,14.7840000,0.0240000,-0.0240000,9.8330000,0.0170000,-0.0170000,13.5759000,0.0011430,-0.0011430
4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,0,270.27000000000,0.24000000000,-0.09000000000,0,0.8770000000,0.0010000000,0.0000000000,0,12.60000000,,,0,1.12000000,,,0,2511.48007211,63.24785299,-120.13913785,0,7.90200000,0.19900000,-0.37800000,0,Msini,0.453000,0.021000,-0.036000,0,,,,,,,,,0,K1 III,4415.00,70.00,-70.00,0,18.110000,1.470000,-1.470000,0,1.234000,0.150000,-0.150000,0,-0.2500,0.0400,-0.0400,0,[Fe/H],1.800000,0.150000,-0.150000,0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.46030000,1.18605000,-1.18605000,4.5801000,0.0230000,-0.0230000,1.7340000,0.2180000,-0.2180000,4.2377300,0.0047288,-0.0047288
47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,0,1078.00000000000,2.00000000000,-2.00000000000,0,2.1000000000,0.0200000000,-0.0200000000,0,13.20000000,,,0,1.18000000,,,0,804.08000000,22.25000000,-19.07000000,0,2.53000000,0.07000000,-0.06000000,0,Msini,0.032000,0.014000,-0.014000,0,,,,,,,,,0,G0V,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,1.060000,0.128402,-0.137608,0,0.0400,0.1000,-0.1000,0,[M/H],4.295410,0.066185,-0.071358,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294
47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,0,2391.00000000000,100.00000000000,-87.00000000000,0,3.6000000000,0.1000000000,-0.1000000000,0,14.20000000,,,0,1.27000000,,,0,171.62100000,20.97600000,-23.20100000,0,0.54000000,0.06600000,-0.07300000,0,Msini,0.098000,0.047000,-0.096000,0,,,,,,,,,0,G0V,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,1.060000,0.128402,-0.137608,0,0.0400,0.1000,-0.1000,0,[M/H],4.295410,0.066185,-0.071358,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294
47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,0,14002.00000000000,4018.00000000000,-5095.00000000000,0,11.6000000000,2.1000000000,-2.9000000000,0,13.50000000,,,0,1.20000000,,,0,521.22000000,92.17000000,-152.55000000,0,1.64000000,0.29000000,-0.48000000,0,Msini,0.160000,0.090000,-0.160000,0,,,,,,,,,0,G0V,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,1.060000,0.128402,-0.137608,0,0.0400,0.1000,-0.1000,0,[M/H],4.295410,0.066185,-0.071358,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294
51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,0,9100.00000000000,1100.00000000000,-1500.00000000000,0,10.4000000000,0.8000000000,-1.1000000000,0,,,,,,,,,3464.32963630,,,1,10.90000000,,,1,Mass,0.570000,0.080000,-0.060000,0,,,,,807.00,45.00,-45.00,0,0,F0 IV,7422.00,58.00,-58.00,0,1.450000,0.020000,-0.020000,0,1.750000,0.050000,-0.050000,0,0.1300,0.0300,-0.0200,0,[Fe/H],4.310780,0.090174,-0.074205,0,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.75750000,0.12130000,-0.12030000,5.2114900,0.0230000,-0.0230000,4.5370000,0.0240000,-0.0240000,5.1580600,0.0023075,-0.0023075
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,0,4.23078500000,0.00003600000,-0.00003600000,0,0.0527000000,0.0030000000,-0.0030000000,0,14.30000000,,,0,1.27000000,,,0,146.20180000,19.06980000,-3.17830000,0,0.46000000,0.06000000,-0.01000000,0,Mass,0.013000,0.012000,-0.012000,0,,,,,,,,,0,G5V,5758.00,101.62,-119.62,0,1.175610,0.067361,-0.035328,0,1.030000,0.166699,-0.085418,0,0.1800,0.1000,-0.1000,0,[M/H],4.310380,0.081246,-0.062595,0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.46140000,0.02970000,-0.02970000,5.4530900,0.0230000,-0.0230000,3.9110000,0.0210000,-0.0210000,5.2864700,0.0027680,-0.0027680
55 Cnc B b,55 Cnc B,2,7,Radial Velocity,2025,Mauna Kea Observatory,0,6.79940000000,0.00130000000,-0.00140000000,0,0.0440000000,0.0012000000,-0.0012000000,0,1.69000000,,,0,0.15100000,,,0,3.50000000,0.80000000,-0.80000000,0,0.01101223,0.00251708,-0.00251708,0,Msini,0.000000,,,0,,,,,,,,,0,M4.5 V,3286.00,31.00,-31.00,0,0.274000,0.066000,-0.066000,0,0.260000,0.020000,-0.020000,0,0.1600,0.1000,-0.1000,0,[M/H],4.860000,0.050000,-0.050000,0,08h52m40.30s,133.1679080,+28d18m55.03s,28.3152863,12.47730000,0.01710000,-0.01710000,13.1520000,0.0900000,-0.0900000,7.6660000,0.0230000,-0.0230000,11.6798000,0.0008840,-0.0008840
55 Cnc B c,55 Cnc B,2,7,Radial Velocity,2025,Mauna Kea Observatory,0,33.74700000000,0.03500000000,-0.03500000000,0,0.1300000000,0.0030000000,-0.0030000000,0,2.16000000,,,0,0.19300000,,,0,5.30000000,1.40000000,-1.40000000,0,0.01667566,0.00440489,-0.00440489,0,Msini,0.000000,,,0,,,,,,,,,0,M4.5 V,3286.00,31.00,-31.00,0,0.274000,0.066000,-0.066000,0,0.260000,0.020000,-0.020000,0,0.1600,0.1000,-0.1000,0,[M/H],4.860000,0.050000,-0.050000,0,08h52m40.30s,133.1679080,+28d18m55.03s,28.3152863,12.47730000,0.01710000,-0.01710000,13.1520000,0.0900000,-0.0900000,7.6660000,0.0230000,-0.0230000,11.6798000,0.0008840,-0.0008840
55 Cnc b,55 Cnc,2,7,Radial Velocity,1996,Lick Observatory,0,14.65155200000,0.00003600000,-0.00003600000,0,0.1180000000,0.0020000000,-0.0020000000,0,13.90000000,,,0,1.24000000,,,0,263.97850000,1.04880000,-1.04880000,0,0.83060000,0.00330000,-0.00330000,0,Mass,0.002900,0.002700,-0.002000,0,,,,,700.00,,,0,0,G8 V,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,0.3900,0.1000,-0.1000,0,[M/H],4.300000,0.050000,-0.050000,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000,0.01240000,-0.01230000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
55 Cnc c,55 Cnc,2,7,Radial Velocity,2004,McDonald Observatory,0,44.39360000000,0.00240000000,-0.00240000000,0,0.2470000000,0.0040000000,-0.0040000000,0,8.51000000,,,0,0.76000000,,,0,54.47380000,1.74800000,-1.74800000,0,0.17140000,0.00550000,-0.00550000,0,Mass,0.088000,0.230000,-0.230000,0,,,,,,,,,0,G8 V,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,0.3900,0.1000,-0.1000,0,[M/H],4.300000,0.050000,-0.050000,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000,0.01240000,-0.01230000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
55 Cnc d,55 Cnc,2,7,Radial Velocity,2002,Lick Observatory,0,4799.00000000000,4.90000000000,-15.00000000000,0,5.6000000000,0.1000000000,-0.1000000000,0,13.00000000,,,0,1.16000000,,,0,1232.49300000,21.61200000,-21.61200000,0,3.87800000,0.06800000,-0.06800000,0,Mass,0.091300,0.006700,-0.006700,0,,,,,,,,,0,G8 V,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,0.3900,0.1000,-0.1000,0,[M/H],4.300000,0.050000,-0.050000,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000,0.01240000,-0.01230000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
55 Cnc e,55 Cnc,2,7,Radial Velocity,2004,McDonald Observatory,0,0.73654740000,0.00000130000,-0.00000140000,0,0.0154400000,0.0000500000,-0.0000500000,0,1.87500000,0.02900000,-0.02900000,0,0.16727630,0.00258721,-0.00258721,0,7.99000000,0.32000000,-0.33000000,0,0.02513923,0.00100683,-0.00103829,0,Mass,0.050000,0.030000,-0.030000,0,2657.8322,,,0,1958.00,15.00,-15.00,0,0,G8 V,5172.00,18.00,-18.00,0,0.943000,0.010000,-0.010000,0,0.905000,0.015000,-0.015000,0,0.3500,0.1000,-0.1000,0,[Fe/H],4.430000,0.020000,-0.020000,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000,0.01240000,-0.01230000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
55 Cnc f,55 Cnc,2,7,Radial Velocity,2007,Multiple Observatories,0,260.58000000000,0.15000000000,-0.15000000000,0,0.8020000000,0.0140000000,-0.0140000000,0,7.59000000,,,0,0.67700000,,,0,44.81200000,3.81400000,-3.81400000,0,0.14100000,0.01200000,-0.01200000,0,Mass,0.063000,0.048000,-0.043000,0,,,,,,,,,0,G8 V,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,0.3900,0.1000,-0.1000,0,[M/H],4.300000,0.050000,-0.050000,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.58550000,0.01240000,-0.01230000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,919.86000000000,1.92000000000,-3.71000000000,0,2.0280000000,0.0030000000,-0.0050000000,0,13.40000000,,,0,1.20000000,,,0,597.83523357,12.07747947,-28.28672822,0,1.88100000,0.03800000,-0.08900000,0,Msini,0.042000,0.024000,-0.032000,0,,,,,,,,,0,K0 IV,4941.00,,,0,4.940000,0.550000,-0.500000,0,1.320000,0.200000,-0.210000,0,-0.1700,0.1100,-0.0700,0,[Fe/H],3.160000,0.080000,-0.080000,0,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.65990000,0.27340000,-0.27340000,5.8730700,0.0230000,-0.0230000,3.7010000,0.3000000,-0.3000000,5.6068600,0.0010850,-0.0010850
61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,4.21500000000,0.00060000000,-0.00060000000,0,0.0502010000,0.0000050000,-0.0000050000,0,2.11000000,,,0,0.18800000,,,0,5.10000000,0.50000000,-0.50000000,0,0.01600000,0.00200000,-0.00200000,0,Msini,0.120000,0.110000,-0.110000,0,,,,,,,,,0,G5 V,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.0100,,,0,[Fe/H],4.340000,0.030000,-0.030000,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000,0.01737000,-0.01730000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701
61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,38.02100000000,0.03400000000,-0.03400000000,0,0.2175000000,0.0001000000,-0.0001000000,0,4.46000000,,,0,0.39800000,,,0,18.20000000,1.10000000,-1.10000000,0,0.05700000,0.00300000,-0.00300000,0,Msini,0.140000,0.060000,-0.060000,0,,,,,,,,,0,G5 V,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.0100,,,0,[Fe/H],4.340000,0.030000,-0.030000,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000,0.01737000,-0.01730000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701
61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,123.01000000000,0.55000000000,-0.55000000000,0,0.4760000000,0.0010000000,-0.0010000000,0,5.11000000,,,0,0.45600000,,,0,22.90000000,2.60000000,-2.60000000,0,0.07200000,0.00800000,-0.00800000,0,Msini,0.350000,0.090000,-0.090000,0,,,,,,,,,0,G5 V,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.0100,,,0,[Fe/H],4.340000,0.030000,-0.030000,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000,0.01737000,-0.01730000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,735.10000000000,14.80000000000,-1.00000000000,0,1.7580000000,0.0240000000,-0.0010000000,0,13.40000000,,,0,1.20000000,,,0,587.98550000,19.06980000,-19.06980000,0,1.85000000,0.06000000,-0.06000000,0,Msin(i)/sin(i),0.060000,0.030000,-0.030000,0,,,,,,,,,0,K1III(+M),4826.00,45.00,-55.00,0,4.870000,0.170000,-0.140000,0,1.340000,0.110000,-0.120000,0,0.2100,0.1000,-0.1000,0,[Fe/H],3.190000,0.060000,-0.070000,0,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000,0.16480000,-0.16480000,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348
